,SentimentText
3519, i'm bored &amp; apparently everyone hates me tonight.
3520, im bummed about my grades this yr. my GPA has been flushed down the toilet  wut a bummer
3521, I'm depressed. Again.
3522,- I'm doing Shalah's nails. Wootness. 
3523, i'm feeling so weak... come on sugar... go back to ur level... come on!!!     
3524, I'm feeling under the weather 2 day 
3525,- I'm getting irritated @ this &quot;Brittany F***ed Videos&quot; following me under 1000 names. I'VE BLOCKED YOU 30 TIMES 2DAY. Just STOP already! 
3526, I'm getting my ass beat n bowling again.
3527, I'm going to miss a lot of F1; I'm going out with the family for my parent's anniversary. anyone willing to text me results? ahaha
3528, Im gonna miss those kiddy winks *sigh*
3529," I'm gonna smile like nothing's wrong.Talk like everything's perfect ,Act like its just a dream.And pretend its not hurting me.."
3530, im hungry xD what to have to eat.
3531," I'm hungry, but I don't want to over draw. Arby's sounds sooo good though."
3532," I'm ill, finding it hard to revise properly."
3533, im in such a good mood right now guys.
3534, im jealousssssss lol..layed up in bed doing h.w..
3535, i'm just lost
3536,- I'm like so on the radio right now. - http://xrl.us/bevpth - or 97.4FM if you are in #Canterbury and wanna hear some #music and me!  x
3537, I'M LOCKED OUTTA MY HOUSE...AND MY DAD ISN'T PICKING UP HIS FREAKING PHONE...aish.
3538," im lonly, my friend emily just went home. lol. MISS U ALREADY! lol&lt;3"
3539," I'm mad at myself, I haven't stopped smoking yet. Haven't actually bought any but I know too many people who smoke..."
3540, soooo whats the plan for you last remaining day of freedom
3541, sooooo bored dont no what to do... any ideas?
3542, sorrrry it wasn't meant to be.
3543, sorry baby....gonna go to sleep than wake up for work again.
3544, sorry my postg seems unable to help anymore.
3545, sorry my twats are all complaints. But i don't want to go to the ER. 
3546, sorry to hear that
3547, Sorry. Just think - 2.5 hrs till 2 days off!
3548,=- sort of headachy
3549, sounds like dancing is fun! I wanted to go. People are mean for not inviting!
3550, Sounds painful. Will you be able to get it fixed at the dentist?
3551, spambots descended... but not for scholarships... I'm signing off... 
3552, spanish exam tomorrow. Hello Ten pages of hell? S_
3553, Speedy got screwed... pass interference damn it
3554,"- spoke at an urban youth conference (&quot;Reload '09&quot;) this morning &amp; now at Riley's softball games, then on to @1RC for NightLight. Whew!! "
3555, spoke too late
3556, SRK has some health problem in this movie which he can't tell to even his closed ones.. I can so much relate to this..
3557, srsly I understood you first time. I was just think of the answer for 1.5 seconds. Repeating in &lt;English just pissed me off.
3558, Star Defense isn't updating for me 
3559, starbucks tonight! I love my dysfunctional family.
3560, Stats test/Rotary speech/NCEA speech/netball x 2/netball games/cultural night/lack of Maori-ness atm/packing = unhappy MIAH! :'(
3561, steak and shrimp i'm excited
3562, still haven't left the resort area. Big breakfast and some minor issues with the front desk. Free transportaion is nice but kind of slow
3563, still tired after nap
3564, Still waiting for that bus. Hope it comes soon. Then on another bus to my way home. (Waits patiently)
3565, still waiting for the goal by MAN U !!!
3566, Still worried about Adam.... Going to Ryan's for another attempt at a bonfire
3567, stomach hurts. Cough. Headache. Getting more sick.. FML
3568, Stray Cats ~ Stray Cat Strut â« http://blip.fm/~890vq
3569, stressed now. I'm going away no worries. Taking a couple days off
3570,=- stressed out
3571, Stressed!
3572," Stuck ! Doing History Proj Bout Wednesbury D':  &amp;&amp; Bored As Usual ,"
3573, Stuck at a rainy Bordeaux... now I have nooothing to do
3574, Stuck on a train missing all the glorious sunshine.
3575, Study leave!  Finally!
3576, studying english! my God!! I'm' going to have the final test today!
3577, stupid boston now im not gonna see vanananana.. coodnt they go ther after california
3578, stupid puppy kept me up all night only had 3 hrs sleep
3579, stupid texts being late for no reason.
3580," Subscribing to Swoozie on YouTube http://budurl.com/sWooZie06 , and following @sWooZ1e on Twitter adds to your street cred ;)"
3581,=- Subway was A bad choice
3582, such bad luck
3583, sunrise  worth waiting for 
3584, suns gone  ohh well best go to work!!!
3585, super bummed.
3586, super tired and bloated with foodsss... dun feel like bathing at all :X
3587, i'm missing my first game of the season. damn flu. go @Essendon_FC!
3588," i'm not allowed to dye my hair ginger  WHYYY dammit, ohmygod "
3589, im not even allowed my eye drops
3590, I'm not going to be here when our Chickens arrive.....
3591, Im not putting no weave inmy head though! Gonna have to deal w/ my short cut! @bheaird
3592, I'm not very well! ):
3593," i'm off, fuck you all"
3594, i'm off. earache unbearable. gunna get my drops &amp; read my boooook. talk to yous tomorrow.
3595, I'm really going to sleep now
3596, I'm rlly rlly rlly rlly rlly bored.
3597, im sick.  hopefully ill get better by tomorrow.  i want to take a training class at work
3598, i'm so angry. I want to cry. I just an upset.
3599, I'm So Bored It's Unbelievable 
3600, I'm so confused...
3601, im so fucking sick of trying and failing.
3602,- I'm so mad at my mom for not letting me and @amandabryant road trip to Iowa in July to see @VARSITYFC and @vfactory 
3603," im so sad, why do i always ask stupid questions if i dont wanna know the answer, URGH why! "
3604, i'm so sad.. theyre back together again. the boy of my dreams.. gonna be with the first love of his life again.
3605," I'm so tired, but for some strange reason I really can't fall asleep - watching lilo and stitch/attempting to fall asleep!"
3606, i'm so tired.
3607, i'm sooo hungry . . . i'm ready to be stuffed!
3608, i'm sorry i distracted you.
3609, im such a baby.
3610, I'm such a lonely bird.
3611, im suddenly feeling very unliked
3612," I'm super jealous of @arsmikal, @megsmi, and our parents for being out on our jet skis right now.  Come ooooon, graduation!"
3613, i'm supposed to See off some one at airport but this rain...
3614, I'm the only one missing it smh.
3615, I'm tired...gonna go to bed most probably...hah gonna watch some TV and then hit the hay! 
3616, im up and IIIIIIIIIIIIIMMMMMMMMM READY!!! I'M READY I'M READY I'M READY I'M READY lol 
3617, I'm very discouraged ...
3618," Im watchin taken,, again! yay! haha"
3619, Imissyou GUys.
3620,=- in A Good mood anyway. I love music
3621, in love with some guy who lives in miami... Fail!
3622,- in the lab right now cooking up sum FarOut Ent hotness --&gt; admire greatness at it works 
3623, init woo lol wait can you see the videos on the side?
3624, Inky's eating crackers!
3625, insomniac enjoying life @ 3:21AM.
3626,- Internet us up and it's down 
3627,"=- introducing Rebreada Breadhorn, thanks to my obsession with bread and overconsumption of it for lunch...feel sick now"
3628, iPhone 3.0 Update will be avalable June 18! http://www.apple.com/sg/iphone/softwareupdate/
3629, Ipressed enter on accident! Boorrred*
3630," Is finishing off the semester, with less than a week remaining!"
3631,"=- is going out to watford, text me if you need me"
3632, Is no one around?
3633, is sad......www.whatkatedidnext.wordpress.com
3634, is school over yet? Im ready for vacations already
3635, Is so ill and dizzy i feel so darn bad and am currently feeling so sorry for myself it hurts so bad i've never felt this bad..Laurina..x
3636,=- it went like this.. He asked and I smiled and said yes..
3637, it wont work 
3638, its 11 already.
3639, its 335!
3640,- it's 6 p.m. I should go home....good bye work! See you tomorrow! 
3641," It's a not so happy Friday for @teddylandau who is currently ralphing in el bano. Hope it's not contagious, I definitely have his cooties"
3642, its a wiccan wedding too.. I love this show @chelseafawcett
3643, It's always great to hear from old friends....even if it is late at night
3644, it's cold outside going somewhere
3645, it's dress up week again.. i hope this is the last.. it's summer guys... not the time to dress up...i'm now going to the office..
3646, it's friday but... i still have so much to do this weekend.
3647,=- its gonna rain in so Cal... thunder and lightning are on the way
3648,"- It's Manillusion's 4th birthday! Stop by for good offers, candy and longer opening hours "
3649, its okay caps. Theres still hope to tie the games win 3-3 on monday
3650,- Its only bley friday !!! What will the weekend bring us this time  BTW - Cars in for MOT - Hope it will pass 1st time.
3651, its over
3652, It's painful to watch da rest of this game
3653, its raining again.
3654, It's raining again.
3655," It's raining in Hampton Roads, VA &amp; I love it! I'm feeling like Gene Kelly &amp; going out to rent some movies: http://ping.fm/GJFqA"
3656, It's RAINING!! Nooo.. Can't Go Nowhere When It Rain's. It's Really Heavy! x
3657, it's really really hot. good night twittererrs.
3658, IT'S SO SAD
3659, its soooo cold out &amp; my bed is soooo warm! I don't wannaget up....
3660," it's such a nice day, not doing much  but it's ok - we've finally got a tv remote  on demand = happiness on a notdoingalot day "
3661, its summer n iv got a cold
3662,- it's taken about 10 minutes to render a gradient on a banner I'm producing 
3663, it's thunderstorming and August said he'd call me back.  I don't think he's going to... 
3664,- It's time for Kathleen to go to bed... waaaaay past time. Don't expect to hear from me before noon. lol  Have a BLESSED morning. 
3665," it's time for poh to leave, but it's not her time !"
3666, I've already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx
3667, I've been saying since the beggining of the holidays I would get ALL my work finished. I've done none of it. Its in for tomorrow. Shit.
3668, ive broke my finger!!!
3669, I've had this horrible migrane all day long!! I'm in so much pain...even my eyes hurt!!
3670,"- I've just got back into coding again, and don't wanna go food shopping and then go to work  *sniff*"
3671, i've lost my clearways.
3672, I've never been so excited for school before.
3673, jaden is gone for two weeks
3674, James couldn't get me a ticket. Numbers allowed are tight so shifts in the market pharmacy will need to be long @canddj
3675," JBWCKZ today. going into boston and staying over my uncles w. my cousins I got the uninvited  fav movie  text, kbye."
3676, JIMMY CAREY
3677, Jon &amp; Kate  dont let the stupid tabloids ruin something thats lasted 10 years ='(
3678,- super tired! photo shoot day 2 tommorow!  i'm so exhausted! ahhh!
3679," sweet,.yeah i'm at work. "
3680, Talking while breathing in sounds really weird.
3681, taylor alike has gone D;
3682, Ted is gone for three whole weeks on drill. I miss him already. Back to studying for my midterm..
3683, telly has stopped working again  dammm thats sucky #fb
